序号,标题,分类路径,主要描述,网址
"342","Frequently Asked Questions about the Theater","Application Guide > Theater > FAQ > Frequently Asked Questions about the Theater","Q1: Where can I open the toolbar?A1: You can open the toolbar by long-pressing a movie card in the [Recently Updated & My Favorites] section on the homepage, or by tapping the [···] button on the movi...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM0MiIsICJjbGllbnRUeXBlIjogIiJ9"
"407","How to Add External Subtitles to Theater Player","Application Guide > Theater > FAQ > How to Add External Subtitles to Theater Player","ApplicabilityApplicable platforms: UGREEN NAS PC client and Web browser.Applicable versions: UGOS Pro firmware 1.15.0.0114 and later.The document is for reference only. Actual displays may vary depend...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQwNyIsICJjbGllbnRUeXBlIjogIiJ9"
"201","How to Configure HOST?","Application Guide > Theater > FAQ > How to Configure HOST?","IntroductionWhen using the UGREEN ""Theater"" application, the TMDB (The Movie Database) API is often used to retrieve movie and TV show posters and other information. Occasionally, you may encounter DN...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjIwMSIsICJjbGllbnRUeXBlIjogIiJ9"
"758","How to Manage Course Videos in Theater？","Application Guide > Theater > FAQ > How to Manage Course Videos in Theater？","In ""Theater"", if you add self-produced course videos, original videos, or personal recordings, these videos are not included in the TMDB database and cannot be automatically identified by the system. ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjc1OCIsICJjbGllbnRUeXBlIjogIiJ9"
"460","How to Use the Small File Filtering Feature in the Theater","Application Guide > Theater > FAQ > How to Use the Small File Filtering Feature in the Theater","To enhance your viewing experience and streamline library management, the UGOS Pro system of UGREEN NAS has introduced a new ""Small File Filtering"" feature in its [Theater]. This feature allows you to...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ2MCIsICJjbGllbnRUeXBlIjogIiJ9"
"200","How to apply for TMDB (The Movie Database) API key","Application Guide > Theater > FAQ > How to apply for TMDB (The Movie Database) API key","Introduction to TMDBTMDB (The Movie Database) is a public film and television database that provides comprehensive data on movies, TV shows, actors, and production crews. Often referred to as the ""Wik...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjIwMCIsICJjbGllbnRUeXBlIjogIiJ9"
"692","How to manage user access permissions for the Theater library?","Application Guide > Theater > FAQ > How to manage user access permissions for the Theater library?","[Issue Description]In the UGOS Pro system, how can user access permissions to Theater libraries be configured and managed?[Solution]User access permissions to Theater libraries are determined by user ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY5MiIsICJjbGllbnRUeXBlIjogIiJ9"
"694","Introduction to the Mini Window Mode (Picture-in-Picture) of UGREEN NAS","Application Guide > Theater > FAQ > Introduction to the Mini Window Mode (Picture-in-Picture) of UGREEN NAS","The UGOS Pro system player now supports Mini Window Mode (Picture-in-Picture), enabling users to watch video content flexibly in multitasking scenarios. This mode offers convenient control options and...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY5NCIsICJjbGllbnRUeXBlIjogIiJ9"
"583","Local Image Recognition Rules and Poster/Background Image Settings in the Theater","Application Guide > Theater > FAQ > Local Image Recognition Rules and Poster/Background Image Settings in the Theater","In the Theater, the system can automatically recognize image files with the same name and located in the same directory as the video file, and use them as poster or background images. This method is e...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU4MyIsICJjbGllbnRUeXBlIjogIiJ9"
"515","Manually Adjust a Series Using the Episode Management Feature","Application Guide > Theater > FAQ > Manually Adjust a Series Using the Episode Management Feature","Applicable Instructions: This document applies to UGOS Pro firmware version 1.7.0.3056. The screenshots provided are for reference only, and the actual interface may vary depending on the system or ap...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjUxNSIsICJjbGllbnRUeXBlIjogIiJ9"
"665","Naming Conventions for Local NFO Files in the Theater","Application Guide > Theater > FAQ > Naming Conventions for Local NFO Files in the Theater","UGREEN NAS's UGOS Pro Theater currently supports three scraping methods:1、TMDB: Retrieves metadata from The Movie Database (TMDB), including movie titles, cast, synopsis, posters, and more.2、Intellige...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY2NSIsICJjbGllbnRUeXBlIjogIiJ9"
"603","Optimize Media Management Efficiency: A Comprehensive Guide to the Theater Collections Feature","Application Guide > Theater > FAQ > Optimize Media Management Efficiency: A Comprehensive Guide to the Theater Collections Feature","In the ”Theater“, the Collection feature helps you better organize and showcase content such as movie series, multi-season TV shows, anime, variety shows, and more. Collections support both manual add...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjYwMyIsICJjbGllbnRUeXBlIjogIiJ9"
"822","Smart Playback Settings Memory Overview","Application Guide > Theater > FAQ > Smart Playback Settings Memory Overview","IntroductionThe Theater player on UGREEN NAS supports smart parameter memory. The system automatically saves playback settings (such as video quality, audio track, and subtitles), so you do not need t...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjgyMiIsICJjbGllbnRUeXBlIjogIiJ9"
"576","Step-by-step guide to setting up the KODI player and mounting NAS media shares to build a local media library","Application Guide > Theater > FAQ > Step-by-step guide to setting up the KODI player and mounting NAS media shares to build a local media library","Introduction to KODIKODI is a powerful media player and library management software that supports installation on a wide range of devices, including smart TVs, Windows, Linux, Android, iOS, and even p...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU3NiIsICJjbGllbnRUeXBlIjogIiJ9"
"568","TV Show Categorization and Organization Method in the Theater","Application Guide > Theater > FAQ > TV Show Categorization and Organization Method in the Theater","In the UGOS Pro system's theater, you can organize TV show resources to quickly find the content you need and optimize your viewing experience. This tutorial provides two common organization methods.M...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU2OCIsICJjbGllbnRUeXBlIjogIiJ9"
"257","Theater Movie Naming Convention Guidelines","Application Guide > Theater > FAQ > Theater Movie Naming Convention Guidelines","This article provides a detailed introduction to the naming conventions for the core feature of UGREEN NAS Theater—movie scraping. If you have any confusion regarding scraping movie posters, reading t...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjI1NyIsICJjbGllbnRUeXBlIjogIiJ9"
"650","UGREEN NAS Theater Collection Feature: Unlock a Personalized Movie Management Experience","Application Guide > Theater > FAQ > UGREEN NAS Theater Collection Feature: Unlock a Personalized Movie Management Experience","In the UGREEN NAS Theater, the Collection feature offers a convenient and personalized way to manage movie and TV resources. Users can easily organize and browse their media, enjoying a smoother and m...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY1MCIsICJjbGllbnRUeXBlIjogIiJ9"
"556","Understand the Data Source of the Theater: The Movie Database (TMDB)","Application Guide > Theater > FAQ > Understand the Data Source of the Theater: The Movie Database (TMDB)","In the UGOS Pro system, the theater supports the configuration of The Movie Database (TMDB) as a data source. This feature is designed to enhance the automatic retrieval of media information. The foll...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU1NiIsICJjbGllbnRUeXBlIjogIiJ9"
"585","Video Files Fail to Recognize Cover and Background Images","Application Guide > Theater > FAQ > Video Files Fail to Recognize Cover and Background Images","ProblemIn the UGOS Pro Theater, video files may sometimes fail to display cover and background images. This issue is typically caused by image file naming rules, storage locations, or formats not meet...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU4NSIsICJjbGllbnRUeXBlIjogIiJ9"
"580","What Can You Do by Setting Access Permissions in the Theater App?","Application Guide > Theater > FAQ > What Can You Do by Setting Access Permissions in the Theater App?","The access permission management feature in the Theater app is designed to meet the needs of personalization and security in multi-user environments. By assigning different levels of access, administr...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU4MCIsICJjbGllbnRUeXBlIjogIiJ9"
"462","What is the Priority Order of NFO Scraping, TMDB Scraping, and Intelligent Scraping in the Theater?","Application Guide > Theater > FAQ > What is the Priority Order of NFO Scraping, TMDB Scraping, and Intelligent Scraping in the Theater?","Introduction to Video ScrapingVideo scraping is the process of automatically retrieving movie information from online databases or other sources. Common metadata includes the movie title, director, ca...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ2MiIsICJjbGllbnRUeXBlIjogIiJ9"
"557","What is the Purpose of Configuring The Movie Database (TMDB) as a Data Source in the Theater?","Application Guide > Theater > FAQ > What is the Purpose of Configuring The Movie Database (TMDB) as a Data Source in the Theater?","The UGOS Pro theater app comes with TMDB data source pre-configured by default, so there's no need to manually enter an API key. However, it also offers the option to customize your own TMDB API key. ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU1NyIsICJjbGllbnRUeXBlIjogIiJ9"
"602","Why Is There No Change in Media Library Recognition After Configuring TMDB?","Application Guide > Theater > FAQ > Why Is There No Change in Media Library Recognition After Configuring TMDB?","Please note: The primary function of the ""Theater"" app is to scrape and retrieve metadata for movie and TV show files stored on your UGREEN NAS. This includes automatically fetching posters, cast info...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjYwMiIsICJjbGllbnRUeXBlIjogIiJ9"
"691","Why does the Theater show ""No videos""?","Application Guide > Theater > FAQ > Why does the Theater show ""No videos""?","[Issue Description]After opening the ""Theater,"" users are unable to view the media files stored in it. The interface displays: ""No videos, please check library settings""[Cause Analysis]This issue typi...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY5MSIsICJjbGllbnRUeXBlIjogIiJ9"
"572","Why is there no ""Intelligent Recognition"" option in my library?","Application Guide > Theater > FAQ > Why is there no ""Intelligent Recognition"" option in my library?","[Issue Description]When creating or editing a library, you may notice that under the metadata scraping options, only ""TMDb"" is available and the ""Intelligent Recognition"" option is missing. As a resul...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU3MiIsICJjbGllbnRUeXBlIjogIiJ9"
"693","Why is there no ""Intelligent Recognition"" scraper option in my Theater Library settings?","Application Guide > Theater > FAQ > Why is there no ""Intelligent Recognition"" scraper option in my Theater Library settings?","[Issue Description]When creating or modifying a library, you may notice that only “TMDB” appears in the metadata scraper options, and the “Intelligent Recognition” option is missing. As a result, the ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY5MyIsICJjbGllbnRUeXBlIjogIiJ9"
"860","How to Configure and Use Pre-buffer Playback for Videos?","Application Guide > Theater > How to Configure and Use Pre-buffer Playback for Videos?","ApplicabilityApplicable client: UGREEN NAS desktop client (Windows/macOS)Applicable version:● UGOS Pro firmware version 1.16.0.0042 or later.● UGREEN NAS client version 1.16.0.77862 or later.This docu...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjg2MCIsICJjbGllbnRUeXBlIjogIiJ9"
"812","How to Play Theater Videos Offline","Application Guide > Theater > How to Play Theater Videos Offline","When traveling without internet access, or to avoid excessive mobile data usage, you can download videos from Theater app to your phone or tablet in advance for offline viewing anytime.Device and Vers...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjgxMiIsICJjbGllbnRUeXBlIjogIiJ9"
"821","How to Set Videos to Automatically Skip Intro and Outro","Application Guide > Theater > How to Set Videos to Automatically Skip Intro and Outro","Automatic Skip of Intro and OutroThe Theater app supports intelligently identifying repeated intro and outro segments in series episodes. During playback, the system will automatically skip these segm...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjgyMSIsICJjbGllbnRUeXBlIjogIiJ9"
"853","How to Switch Between Multiple Versions of a Video","Application Guide > Theater > How to Switch Between Multiple Versions of a Video","ApplicabilityApplicable Platform: UGREEN NAS PC Client, Web Browser, and UGREEN NAS mobile app.Applicable Version: UGOS Pro 1.15.0.0114 and aboveScreenshots and interfaces in this document are for ref...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjg1MyIsICJjbGllbnRUeXBlIjogIiJ9"
"805","How to Use the Cloud Drive Direct Playback Feature in Theater?","Application Guide > Theater > How to Use the Cloud Drive Direct Playback Feature in Theater?","After connecting your cloud drive via the Network Folder function in the ""Files"" app, you can add cloud drive resources to ""Theater"".The system will automatically scrape media information (such as pos...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjgwNSIsICJjbGllbnRUeXBlIjogIiJ9"
"346","Library","Application Guide > Theater > Library","Media Library Within the Media Library, users can browse all videos stored in the library. Clicking ""Media Library"" in the menu bar allows you to switch to viewing the media library's video collection...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM0NiIsICJjbGllbnRUeXBlIjogIiJ9"
"212","Poster Details Page","Application Guide > Theater > Poster Details Page","The content and image examples in this article are based on UGOS Pro firmware version 1.6.0.2890 and Media Center version 1.6.0.1078.Due to potential differences in the interface or functionality betw...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjIxMiIsICJjbGllbnRUeXBlIjogIiJ9"
"207","Poster Wall","Application Guide > Theater > Poster Wall","Applicable Version: UGOS Pro firmware 1.9.0.0035 and above.Note: Screenshots and interfaces in this document are for reference only. Actual displays may vary depending on system or application version...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjIwNyIsICJjbGllbnRUeXBlIjogIiJ9"
"643","Supported Video Formats for Theater Player","Application Guide > Theater > Supported Video Formats for Theater Player","IntroductionTheater app of UGREEN NAS features powerful decoding and media management capabilities. It supports scanning and organizing a wide range of mainstream and high-definition video formats for...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY0MyIsICJjbGllbnRUeXBlIjogIiJ9"
"205","Theater","Application Guide > Theater > Theater","The ""Theater"" is a full-featured and easy-to-use media application designed to deliver a high-quality audio-visual experience. It allows you to build a personal media library and supports playback acr...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjIwNSIsICJjbGllbnRUeXBlIjogIiJ9"
"864","Theater Offline Caching and Data-Free Playback","Application Guide > Theater > Theater Offline Caching and Data-Free Playback","ApplicabilityApplicable client: UGREEN NAS mobile app (iOS/Android).Applicable version: UGOS Pro firmware 1.15.12.28676 or later.Requirements: This feature is currently available only on the UGREEN NA...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjg2NCIsICJjbGllbnRUeXBlIjogIiJ9"
"208","Theater Settings","Application Guide > Theater > Theater Settings","""Theater Settings"" provides a variety of personal settings and service management features, allowing users to customize the interface and functions according to their preferences, creating a playback ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjIwOCIsICJjbGllbnRUeXBlIjogIiJ9"
"213","Video player","Application Guide > Theater > Video player","Applicable Version: UGOS Pro firmware 1.12.0.0095 and aboveScreenshots and interfaces in this document are for reference only. Actual displays may vary depending on system or application version. Some...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjIxMyIsICJjbGllbnRUeXBlIjogIiJ9"
"510","2FA Two-Factor Authentication","Application Guide > UGOS Pro > 2FA Two-Factor Authentication","Two-Factor Authentication (2FA) is an enhanced security feature designed to protect your account. When enabled, in addition to entering your password, you will need to input a One-Time Password (OTP) ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjUxMCIsICJjbGllbnRUeXBlIjogIiJ9"
"772","About the UGOS Pro System","Application Guide > UGOS Pro > About the UGOS Pro System","UGOS Pro is an operating system developed by UGREEN specifically for NAS devices. It combines powerful data processing capabilities with a rich application ecosystem. Centered on stability and securit...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjc3MiIsICJjbGllbnRUeXBlIjogIiJ9"
"287","Beginner's Guide","Application Guide > UGOS Pro > Beginner's Guide","Applicable Version: UGOS Pro 1.10.0.0092 and aboveScreenshots and interfaces in this document are for reference only. Actual displays may vary depending on system or application version. Some features...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjI4NyIsICJjbGllbnRUeXBlIjogIiJ9"
"695","Guide to Switching Accounts on PC/Mobile Client","Application Guide > UGOS Pro > FAQ > Guide to Switching Accounts on PC/Mobile Client","The UGOS Pro system supports switching between multiple device accounts on both PC and mobile clients, making it convenient for users who own multiple UGREEN NAS devices or have multiple accounts. You...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY5NSIsICJjbGllbnRUeXBlIjogIiJ9"
"773","How to Change and Manage Passwords?","Application Guide > UGOS Pro > FAQ > How to Change and Manage Passwords?","ApplicabilityApplicable client: UGREEN NAS desktop client (Windows/macOS)Applicable version: NAS firmware 1.16.0.0042 and laterThis document is for reference only. The actual interface and operation p...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjc3MyIsICJjbGllbnRUeXBlIjogIiJ9"
"606","Introduction and User Guide for UGREEN NAS System's Breakpoint Resume Function","Application Guide > UGOS Pro > FAQ > Introduction and User Guide for UGREEN NAS System's Breakpoint Resume Function","Breakpoint resume refers to the ability of the system to automatically or manually resume a file transfer task from the point it was interrupted due to reasons like network failure or device power-off...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjYwNiIsICJjbGllbnRUeXBlIjogIiJ9"
"669","UGREEN NAS Getting Started Tutorial Collection","Application Guide > UGOS Pro > FAQ > UGREEN NAS Getting Started Tutorial Collection","This section provides a series of beginner tutorials designed to help new users quickly understand core functions such as device setup, account management, and file transfer, enabling an easy start wi...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY2OSIsICJjbGllbnRUeXBlIjogIiJ9"
"814","How to Enable Fingerprint and Face Login on UGREEN NAS","Application Guide > UGOS Pro > How to Enable Fingerprint and Face Login on UGREEN NAS","UGREEN NAS supports biometric authentication, allowing you to sign in quickly and securely using facial recognition or fingerprint.Device and Version RequirementsTo ensure the biometric feature works ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjgxNCIsICJjbGllbnRUeXBlIjogIiJ9"
"855","How to Perform Shutdown/Reboot and Set Power Schedules on Your NAS","Application Guide > UGOS Pro > How to Perform Shutdown/Reboot and Set Power Schedules on Your NAS","ApplicabilitySupported Platforms: UGREEN NAS PC Client (Windows/macOS), Web browser, UGREEN NAS Mobile App (iOS / Android), and NAS physical device.Supported Versions: UGOS Pro firmware version 1.15.1...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjg1NSIsICJjbGllbnRUeXBlIjogIiJ9"
"60","Log in UGOS Pro System","Application Guide > UGOS Pro > Log in UGOS Pro System","After successfully creating an administrator account and setting up storage space, you can log in and access the UGOS Pro system through various terminal devices (such as web browsers, desktop clients...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjYwIiwgImNsaWVudFR5cGUiOiAiIn0="
"61","UGOS Pro Desktop Guide","Application Guide > UGOS Pro > UGOS Pro Desktop Guide","After successfully logging into the UGOS Pro system, you will enter the UGOS Pro Desktop. This desktop provides an intuitive interface where you can perform a range of management and configuration tas...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjYxIiwgImNsaWVudFR5cGUiOiAiIn0="
"739","Universal Search User Guide","Application Guide > UGOS Pro > Universal Search User Guide","Supported Series: DH Series, DX Series, DXP Series, and iDX SeriesSupported Platforms: UGREEN NAS PC Client, Web BrowserSupported Version: UGOS Pro firmware 1.15.12.0051 and laterSome features of the ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjczOSIsICJjbGllbnRUeXBlIjogIiJ9"
"831","UGREEN AI User Guide","Application Guide > UGREEN AI > UGREEN AI User Guide","Supported Series: DH Series, DX Series, DXP Series, and iDX SeriesSupported Platforms: UGREEN NAS PC Client, Web BrowserSupported Version: UGOS Pro firmware 1.15.12.0051 and laterSome features of the ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjgzMSIsICJjbGllbnRUeXBlIjogIiJ9"
"850","Uliya AI Assistant User Guide","Application Guide > Uliya > Uliya AI Assistant User Guide","Supported Series: iDX SeriesSupported Platforms: UGREEN NAS PC Client, Web BrowserSupported Version: UGOS Pro firmware 1.15.12.0051 and laterThis app feature is currently supported only on iDX series ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjg1MCIsICJjbGllbnRUeXBlIjogIiJ9"
"749","Can files inside the Vault be backed up?","Application Guide > Vault > Can files inside the Vault be backed up?","Issue DescriptionI want to back up important files stored in the Vault using the NAS’s ""Sync & Backup"" feature. Is this supported?Cause AnalysisCurrently, UGREEN NAS’s ""Sync & Backup"" feature only sup...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjc0OSIsICJjbGllbnRUeXBlIjogIiJ9"
"800","Does the Vault Support Transferring Files to and from Network Folders?","Application Guide > Vault > FAQ > Does the Vault Support Transferring Files to and from Network Folders?","Problem DescriptionDoes the Vault support moving files out of the Vault to network folders? Does it support moving files from network folders into the Vault?Cause AnalysisWhen using the Vault feature,...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjgwMCIsICJjbGllbnRUeXBlIjogIiJ9"
"803","How to Securely Manage Cloud Drive Files Using the Vault?","Application Guide > Vault > FAQ > How to Securely Manage Cloud Drive Files Using the Vault?","By integrating the Vault with the ""Network Folder"" feature, you can encrypt and archive data from your cloud drive, or decrypt and export it back to the cloud drive as needed. This article uses 115 Dr...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjgwMyIsICJjbGllbnRUeXBlIjogIiJ9"
"673","Vault","Application Guide > Vault > Vault","Applicability Notes: This document applies to UGOS Pro firmware version 1.7.0.3056.Screenshots and interfaces in this document are for reference only. Actual displays may vary depending on system or a...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY3MyIsICJjbGllbnRUeXBlIjogIiJ9"
"748","What should I do if the Vault key file is lost?","Application Guide > Vault > What should I do if the Vault key file is lost?","Issue DescriptionI accidentally deleted or lost the Vault’s .key file and can no longer access the Vault contents. What should I do?Cause AnalysisThe Vault uses a dual encryption verification mechanis...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjc0OCIsICJjbGllbnRUeXBlIjogIiJ9"
"751","When deleting a user, the system prompts that the Vault must be reset first. What should I do?","Application Guide > Vault > When deleting a user, the system prompts that the Vault must be reset first. What should I do?","Issue DescriptionWhen attempting to delete a user account, the system prompts that the Vault must be reset first, preventing direct deletion of the user.Cause AnalysisWhen a user has enabled the Vault...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjc1MSIsICJjbGllbnRUeXBlIjogIiJ9"
"750","Will data in the Vault become inaccessible if the hard drive is removed or disabled?","Application Guide > Vault > Will data in the Vault become inaccessible if the hard drive is removed or disabled?","Issue DescriptionAfter a hard drive is removed or disabled, data in the Vault may become inaccessible or lost.Cause AnalysisVault data is tightly bound to the storage space specified during its creati...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjc1MCIsICJjbGllbnRUeXBlIjogIiJ9"
"747","Will opened images or videos currently playing be affected when the Vault is locked?","Application Guide > Vault > Will opened images or videos currently playing be affected when the Vault is locked?","Issue DescriptionWill locking the Vault interrupt images that are currently open or videos that are playing?Cause AnalysisThe Vault locking mechanism mainly restricts file access and operation permiss...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjc0NyIsICJjbGllbnRUeXBlIjogIiJ9"
"752","Will resetting the Vault affect other users' data?","Application Guide > Vault > Will resetting the Vault affect other users' data?","Issue DescriptionI want to reset the Vault for the current account but am concerned it might affect Vault data belonging to other administrators or users.Cause AnalysisVaults on UGREEN NAS are created...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjc1MiIsICJjbGllbnRUeXBlIjogIiJ9"
"754","Will restoring the NAS to factory settings delete Vault data?","Application Guide > Vault > Will restoring the NAS to factory settings delete Vault data?","Q1: Will restoring the NAS to factory settings delete the data in the Vault?A1: No, it won’t. Vault data is stored in an independent partition. The reset process only clears system settings and does n...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjc1NCIsICJjbGllbnRUeXBlIjogIiJ9"
"753","Will uninstalling the Vault app delete the Vault data?","Application Guide > Vault > Will uninstalling the Vault app delete the Vault data?","Issue DescriptionWill the data in the Vault be deleted or lost after uninstalling the ""Vault"" app on UGREEN NAS?Cause AnalysisUninstalling an application only removes its program files and does not de...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjc1MyIsICJjbGllbnRUeXBlIjogIiJ9"
"230","Create a virtual machine","Application Guide > Virtual Machine > Create a virtual machine","Preparation Before StartingTo ensure the best user experience, please configure the network for the virtual machine before creating it by changing the network mode to ""Bridged Mode-LinuxBridge.""On the...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjIzMCIsICJjbGllbnRUeXBlIjogIiJ9"
"723","Does the virtual machine support mounting iSCSI?","Application Guide > Virtual Machine > FAQ > Does the virtual machine support mounting iSCSI?","Currently, the UGOS Pro system does not support directly mounting NAS-created iSCSI LUNs as virtual disks for virtual machines.ExplanationThe UGOS Pro virtual machine module does not yet include the i...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjcyMyIsICJjbGllbnRUeXBlIjogIiJ9"
"719","Enable Virtual Bridging (LinuxBridge Mode) for a Virtual Machine","Application Guide > Virtual Machine > FAQ > Enable Virtual Bridging (LinuxBridge Mode) for a Virtual Machine","The content and image examples in this article are based on UGOS Pro system firmware version 1.6.1.2846 and Virtual Machine version 1.5.0.0374. Due to possible differences in interface or features acr...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjcxOSIsICJjbGllbnRUeXBlIjogIiJ9"
"588","How to Fix the Issue of OVA Failing to Start After Importing into a Virtual Machine","Application Guide > Virtual Machine > FAQ > How to Fix the Issue of OVA Failing to Start After Importing into a Virtual Machine","In the UGOS Pro system, virtual machines imported using OVA files may sometimes fail to start. For example, an imported Debian 12 virtual machine may boot into the UEFI Shell. This issue is usually ca...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU4OCIsICJjbGllbnRUeXBlIjogIiJ9"
"642","How to enable USB device passthrough for virtual machines on UGREEN NAS","Application Guide > Virtual Machine > FAQ > How to enable USB device passthrough for virtual machines on UGREEN NAS","This tutorial will guide users on how to enable the USB device passthrough feature for virtual machine configuration, allowing the virtual machine to directly access external USB storage devices, netw...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY0MiIsICJjbGllbnRUeXBlIjogIiJ9"
"232","Installing iStore on a Virtual Machine","Application Guide > Virtual Machine > FAQ > Installing iStore on a Virtual Machine","The application features of UGREEN NAS vary across different product series. The Virtual Machine application is not supported on [DH Plus Series] devices. Please confirm your device model before use t...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjIzMiIsICJjbGllbnRUeXBlIjogIiJ9"
"605","Installing the QXL Graphics Driver on a Virtual Machine","Application Guide > Virtual Machine > FAQ > Installing the QXL Graphics Driver on a Virtual Machine","QXL is a virtualization graphics technology specifically designed to enhance the graphical performance of Windows virtual machines. It significantly improves mouse smoothness and display responsivenes...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjYwNSIsICJjbGllbnRUeXBlIjogIiJ9"
"396","Solution for Virtual Machine Boot Failure Caused by Network Issues","Application Guide > Virtual Machine > FAQ > Solution for Virtual Machine Boot Failure Caused by Network Issues","Problem DescriptionWhen using a virtual machine with a bridged network configuration, if the corresponding NAS network undergoes changes (such as link aggregation or unbinding operations), it may caus...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM5NiIsICJjbGllbnRUeXBlIjogIiJ9"
"438","Solutions for Virtual Machine Inaccessibility to NAS","Application Guide > Virtual Machine > FAQ > Solutions for Virtual Machine Inaccessibility to NAS","Problem DescriptionWhen using UGREEN NAS, the virtual machine cannot access the NAS. The virtual machine can ping all devices in the home network but cannot ping the NAS. Although the virtual machine ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQzOCIsICJjbGllbnRUeXBlIjogIiJ9"
